Solution Capacity Totals,Capacity Right Coefficients (required val),Solution Demand totals,Demand Right Coefficients
,Solution Demand Total,13630,14397,13473,13675,13987,13179,14860,18050,11400,12916,13250,15826,16754,12967,15347,14282,14845,13208,15751,15420,15425,12233,13950,11881,13621,15023,14918,12013,17376,14830,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12421,13710,13731,14271,11996,12494,11756,12754,12280,14534,14196,13920,15273,14949,14793,14904,14674,12269,13890,14255,13602,14724,14909,10857,13169,13720,13608,14523,13606,14591,
,Capacity is Off By:,-245,-1684,-2930,-734,0,0,-577,-610,-1291,-1025,-2087,-785,-2515,-1712,-1212,-2269,-842,0,-897,-2405,-1192,-1033,-2658,0,-723,-1827,-702,-2406,-1448,-2653,
,Solution Demand Total,14921,13361,13898,13453,13979,13784,14343,15499,11694,12250,11810,14049,15045,12992,15296,13299,12974,13757,16632,13648,15409,15439,13953,13291,14510,15001,12561,13019,13727,13410,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16853,16811,15236,18619,15782,13536,15165,14648,15495,17316,14094,17220,18688,17559,17929,16850,16779,17908,15909,15419,16432,20058,16745,14737,15769,15322,16249,18150,13728,15186,
,Capacity is Off By:,-4677,-4785,-4435,-5082,-3501,-879,-3986,-2504,-4506,-3807,-1985,-4085,-5930,-4322,-4348,-4215,-2947,-4853,-2916,-3569,-4022,-6367,-4494,-3685,-3323,-3429,-3343,-6033,-1570,-3248,
,Solution Demand Total,16471,16884,17415,15606,15911,16401,16813,18660,13969,16205,15780,17404,18554,13902,18770,15875,16902,13754,20271,16440,16997,16305,12128,16048,12838,16617,17296,13768,15560,15682,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12724,14823,14017,14121,13548,15668,12006,16489,13984,18164,14720,13620,14913,17132,17009,15650,16635,14532,14242,14138,13957,15079,14763,12837,14072,13761,16200,16539,13775,13037,
,Capacity is Off By:,-548,-2797,-3216,-584,-1267,-3011,-827,-4345,-2995,-4655,-2611,-485,-2155,-3895,-3428,-3015,-2803,-1477,-1249,-2288,-1547,-1388,-2512,-1785,-1626,-1868,-3294,-4422,-1617,-1099,
,Solution Demand Total,16079,16409,13948,14281,16537,16305,16849,15373,15004,15024,15040,13628,15251,14240,16642,12330,14899,11514,17713,14507,14620,13147,12199,13772,12190,13298,13379,16776,12667,14667,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15511,16074,16791,18303,15411,14793,17400,15306,17048,19004,15955,16144,16937,18262,17524,20265,18972,17954,21522,18643,17317,19520,20469,14616,18847,16281,19646,15349,17464,17722,
,Capacity is Off By:,-3335,-4048,-5990,-4766,-3130,-2136,-6221,-3162,-6059,-5495,-3846,-3009,-4179,-5025,-3943,-7630,-5140,-4899,-8529,-6793,-4907,-5829,-8218,-3564,-6401,-4388,-6740,-3232,-5306,-5784,
,Solution Demand Total,15944,18662,16946,16033,19309,17153,18940,19542,12674,14609,16435,19609,18996,16289,17548,17721,12055,14931,19318,17599,18162,17555,17977,17701,15229,17877,17258,14353,16483,17087,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15076,14506,12536,16408,16043,15131,12759,14762,12275,18345,13175,15512,17903,15094,16531,16235,17381,14729,15211,13915,13893,17347,15443,10379,13093,15221,14700,14797,15671,14280,
,Capacity is Off By:,-2900,-2480,-1735,-2871,-3762,-2474,-1580,-2618,-1286,-4836,-1066,-2377,-5145,-1857,-2950,-3600,-3549,-1674,-2218,-2065,-1483,-3656,-3192,0,-647,-3328,-1794,-2680,-3513,-2342,
,Solution Demand Total,14009,14400,15538,15953,12405,12697,14355,18964,13120,12116,13545,14580,16466,11939,17724,15773,12200,15158,15975,16225,14907,14552,14204,12441,15422,14960,14399,12106,17129,15564,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16898,16063,13798,17725,14113,13245,11241,13247,16075,14670,15617,14863,16668,15814,13827,13993,15521,15844,14687,11833,14807,14769,15428,14076,17123,15425,14103,15557,12388,16053,
,Capacity is Off By:,-4722,-4037,-2997,-4188,-1832,-588,-62,-1103,-5086,-1161,-3508,-1728,-3910,-2577,-246,-1358,-1689,-2789,-1694,0,-2397,-1078,-3177,-3024,-4677,-3532,-1197,-3440,-230,-4115,
,Solution Demand Total,17255,15347,16068,14943,14922,15369,15401,16857,13667,13325,13291,14998,16389,13211,17560,14983,14124,13556,19296,13235,15321,14738,14338,11729,12774,13530,15827,12079,14920,15457,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,13746,13330,10923,13722,10943,14953,11204,12523,12060,14875,10761,11960,14472,11979,15891,14897,15325,15180,15848,12095,13899,15692,13096,11149,12724,15561,11923,14605,10454,13963,
,Capacity is Off By:,-1570,-1304,-122,-185,0,-2296,-25,-379,-1071,-1366,0,0,-1714,0,-2310,-2262,-1493,-2125,-2855,-245,-1489,-2001,-845,-97,-278,-3668,0,-2488,0,-2025,
,Solution Demand Total,14657,14385,13731,13533,13833,12153,14649,16117,14064,11684,11823,13047,14495,13506,14417,13174,13298,13281,16662,14151,14257,12148,12885,11780,13339,14843,15322,15298,14205,13858,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15980,13335,12855,15655,16037,18909,13132,13007,11657,14677,13918,16344,13948,19151,17578,14603,16175,17832,17461,14645,14100,13781,12897,13403,13582,16069,14463,15668,14232,13193,
,Capacity is Off By:,-3804,-1309,-2054,-2118,-3756,-6252,-1953,-863,-668,-1168,-1809,-3209,-1190,-5914,-3997,-1968,-2343,-4777,-4468,-2795,-1690,-90,-646,-2351,-1136,-4176,-1557,-3551,-2074,-1255,
,Solution Demand Total,14697,15741,15713,15769,18463,16895,12965,18583,14635,14171,15233,16525,17453,13227,18140,15980,12986,11558,17317,14695,18719,15135,15127,14921,13926,15970,13554,15724,13579,14186,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,11235,13511,12053,17949,13975,16184,13604,15469,14374,15277,15974,13999,14958,14930,14813,12063,16805,15655,14901,16845,16961,18280,12725,13071,15477,14738,15842,13398,13821,12822,
,Capacity is Off By:,0,-1485,-1252,-4412,-1694,-3527,-2425,-3325,-3385,-1768,-3865,-864,-2200,-1693,-1232,0,-2973,-2600,-1908,-4995,-4551,-4589,-474,-2019,-3031,-2845,-2936,-1281,-1663,-884,
,Solution Demand Total,16435,12626,14201,14391,12603,14462,15888,16394,11588,14351,14259,12845,15500,11833,15175,14921,14361,14541,16046,13046,13994,13637,13194,11901,13138,17290,14535,12715,13302,14133,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15116,14179,11483,16646,13835,13727,11219,13002,12218,12976,15357,13726,13868,16495,16116,15910,13017,13357,15378,13088,14384,16140,12552,13486,16158,14045,15707,14788,15001,14862,
,Capacity is Off By:,-2940,-2153,-682,-3109,-1554,-1070,-40,-858,-1229,0,-3248,-591,-1110,-3258,-2535,-3275,0,-302,-2385,-1238,-1974,-2449,-301,-2434,-3712,-2152,-2801,-2671,-2843,-2924,
,Solution Demand Total,14569,14036,13113,14563,17540,13613,14991,15993,11245,14148,13471,13685,15515,12122,16182,13535,15747,12417,14664,12984,15549,17250,12538,13963,14393,15334,12546,12887,13762,13583,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14027,13445,13286,16575,15657,16756,13641,15136,11604,16389,15772,15462,13806,16352,15685,16518,16838,15369,14965,13673,14795,15324,16946,14486,15410,13715,17328,14181,16006,13131,
,Capacity is Off By:,-1851,-1419,-2485,-3038,-3376,-4099,-2462,-2992,-615,-2880,-3663,-2327,-1048,-3115,-2104,-3883,-3006,-2314,-1972,-1823,-2385,-1633,-4695,-3434,-2964,-1822,-4422,-2064,-3848,-1193,
,Solution Demand Total,17492,13623,17761,13873,13564,13446,16643,16325,13883,13749,15493,14358,16066,13970,17956,15308,12508,12390,16298,16481,17304,12248,15063,14477,11292,13853,13833,13977,14958,14606,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16173,12930,12364,16529,16222,17055,13720,15265,12511,16045,15463,17141,13901,16652,15977,13237,15737,17700,13838,12251,16038,15910,15080,12859,13135,14039,14939,14430,12499,13193,
,Capacity is Off By:,-3997,-904,-1563,-2992,-3941,-4398,-2541,-3121,-1522,-2536,-3354,-4006,-1143,-3415,-2396,-602,-1905,-4645,-845,-401,-3628,-2219,-2829,-1807,-689,-2146,-2033,-2313,-341,-1255,
,Solution Demand Total,15911,14231,14516,15220,14328,14654,15701,16822,13104,11914,14729,12543,16715,14097,16005,16088,16950,14412,14984,13194,16199,16752,15024,16158,13217,14819,12961,14025,16646,16544,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14584,13261,12352,15823,12285,14777,13064,14763,11061,15064,12952,12816,15521,13739,15328,15610,15116,15394,16161,11020,16426,14431,16519,11046,14302,16242,14733,16350,15599,16381,
,Capacity is Off By:,-2408,-1235,-1551,-2286,-4,-2120,-1885,-2619,-72,-1555,-843,0,-2763,-502,-1747,-2975,-1284,-2339,-3168,0,-4016,-740,-4268,0,-1856,-4349,-1827,-4233,-3441,-4443,
,Solution Demand Total,14724,13520,12541,14593,13874,13129,15365,16111,11308,11589,12755,14439,14139,15556,16694,13851,14441,12803,15897,15617,17460,14356,13695,11910,12819,17037,13891,13692,16132,13707,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16896,16416,14174,15064,14367,12261,12101,12732,13936,14759,16177,16636,14958,17518,19227,15290,16211,15952,15411,15918,13792,14130,18260,13284,13961,11805,17312,13853,13947,14500,
,Capacity is Off By:,-4720,-4390,-3373,-1527,-2086,0,-922,-588,-2947,-1250,-4068,-3501,-2200,-4281,-5646,-2655,-2379,-2897,-2418,-4068,-1382,-439,-6009,-2232,-1515,0,-4406,-1736,-1789,-2562,
,Solution Demand Total,14779,18300,13126,14419,15198,13708,14514,18264,13203,12364,11847,14335,18443,13169,17490,12536,13523,14832,16098,14380,16424,14801,14043,15098,13487,13727,15344,11456,14307,14732,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16398,13880,12971,17206,13887,13310,13326,15375,12930,15014,13479,16416,15607,15273,17351,14993,15428,13345,18325,14618,16743,17008,16873,11793,13710,14217,15355,14367,13928,15297,
,Capacity is Off By:,-4222,-1854,-2170,-3669,-1606,-653,-2147,-3231,-1941,-1505,-1370,-3281,-2849,-2036,-3770,-2358,-1596,-290,-5332,-2768,-4333,-3317,-4622,-741,-1264,-2324,-2449,-2250,-1770,-3359,
,Solution Demand Total,16393,16066,13551,14000,12998,15238,16959,18718,12693,11697,13244,14309,17716,11923,18079,13790,15174,13771,16914,14397,16102,13355,13158,13656,11240,15210,16657,12269,15250,17227,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15720,16999,12913,14816,14084,14976,13125,13610,11663,18189,15705,16831,17323,18211,15775,14555,16455,15458,19586,13822,13851,17735,16242,12808,17452,15891,15731,14273,14978,14047,
,Capacity is Off By:,-3544,-4973,-2112,-1279,-1803,-2319,-1946,-1466,-674,-4680,-3596,-3696,-4565,-4974,-2194,-1920,-2623,-2403,-6593,-1972,-1441,-4044,-3991,-1756,-5006,-3998,-2825,-2156,-2820,-2109,
,Solution Demand Total,15245,15069,14162,12888,15781,15496,17246,18101,12503,14315,14996,15553,13693,13466,15540,16428,16472,12198,17361,16511,16788,13880,14162,15877,12211,16071,16897,12918,12590,15358,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12616,14626,15249,14931,17183,16342,14466,14609,11480,16755,17032,16576,16026,15435,15888,14727,16170,13971,16596,15219,15922,17224,14848,14269,15768,14382,16980,14091,15979,12131,
,Capacity is Off By:,-440,-2600,-4448,-1394,-4902,-3685,-3287,-2465,-491,-3246,-4923,-3441,-3268,-2198,-2307,-2092,-2338,-916,-3603,-3369,-3512,-3533,-2597,-3217,-3322,-2489,-4074,-1974,-3821,-193,
,Solution Demand Total,15720,12622,14985,16030,13631,16302,16586,16234,12803,13496,15385,14899,13668,13854,17587,14737,12368,12472,19033,15854,19568,12787,14681,14356,12234,18329,16586,12924,13132,16817,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15016,13174,13692,15960,12589,12605,14306,15339,11104,15466,12644,15856,14923,13813,15607,14661,16134,14654,15232,13219,14286,14047,15231,12222,11495,13758,14439,12960,10103,12285,
,Capacity is Off By:,-2840,-1148,-2891,-2423,-308,0,-3127,-3195,-115,-1957,-535,-2721,-2165,-576,-2026,-2026,-2302,-1599,-2239,-1369,-1876,-356,-2980,-1170,0,-1865,-1533,-843,0,-347,
,Solution Demand Total,14639,13515,13113,13564,12434,13078,14870,17111,12657,12274,11791,12806,13676,13679,14915,13670,13609,14330,14804,12998,15150,13186,12547,13013,12556,14567,15909,12482,14802,13718,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,13848,13611,13522,15851,17113,16158,11990,13691,12784,17224,11737,17028,14213,14486,14854,15500,17089,17144,14419,11915,11980,14998,14260,11925,15107,13409,14838,12321,13312,13213,
,Capacity is Off By:,-1672,-1585,-2721,-2314,-4832,-3501,-811,-1547,-1795,-3715,0,-3893,-1455,-1249,-1273,-2865,-3257,-4089,-1426,-65,0,-1307,-2009,-873,-2661,-1516,-1932,-204,-1154,-1275,
,Solution Demand Total,13294,16059,14845,12473,14509,13923,14535,16064,13159,13643,15445,12521,14670,13379,14956,12429,12088,14807,15050,15621,15348,15121,13441,12753,13791,14930,14144,12701,14403,14375,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12997,13031,10987,15259,14273,13169,16264,13380,13677,17756,15761,12665,14971,14237,13452,14696,16951,14382,14365,14528,13324,12860,17515,14105,16918,11859,14506,12810,14050,14040,
,Capacity is Off By:,-821,-1005,-186,-1722,-1992,-512,-5085,-1236,-2688,-4247,-3652,0,-2213,-1000,0,-2061,-3119,-1327,-1372,-2678,-914,0,-5264,-3053,-4472,0,-1600,-693,-1892,-2102,
,Solution Demand Total,16085,12910,15654,12017,15172,13018,15197,16393,14021,13832,13161,15249,16939,15924,14491,13750,13154,13301,15616,14069,15374,12390,14096,14197,13364,13812,15427,12142,14376,13251,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,16033,15111,17018,15384,17468,15393,13896,15889,14048,17860,13758,17597,16129,17156,15586,14984,15002,16044,16741,16165,16399,16962,13749,9038,11471,14594,16853,13966,13068,16404,
,Capacity is Off By:,-3857,-3085,-6217,-1847,-5187,-2736,-2717,-3745,-3059,-4351,-1649,-4462,-3371,-3919,-2005,-2349,-1170,-2989,-3748,-4315,-3989,-3271,-1498,0,0,-2701,-3947,-1849,-910,-4466,
,Solution Demand Total,15686,14785,13524,17443,17793,12189,15503,16536,13693,14813,14721,16767,18796,14862,16848,17537,13333,12797,16870,14900,16076,15525,14869,14409,15173,13245,14258,16616,16607,15018,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15017,15495,14714,17428,16232,16563,13598,16961,15604,15755,15403,16061,14537,18788,18399,16441,17035,17984,16671,17592,16665,19603,18307,16848,16132,15708,15235,14107,17509,15566,
,Capacity is Off By:,-2841,-3469,-3913,-3891,-3951,-3906,-2419,-4817,-4615,-2246,-3294,-2926,-1779,-5551,-4818,-3806,-3203,-4929,-3678,-5742,-4255,-5912,-6056,-5796,-3686,-3815,-2329,-1990,-5351,-3628,
,Solution Demand Total,17652,14157,15072,16837,12368,16723,16208,20235,13238,14186,15658,16457,18068,14901,19689,15511,15927,16054,15052,18660,18399,16261,18688,11838,15267,18211,15064,13144,16877,16250,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,13766,12060,12897,14953,13115,14906,11594,12085,11736,13189,11708,14290,15927,13381,15107,12146,15660,15235,13070,11145,15428,15124,13667,12718,11774,13961,11197,15595,11985,11983,
,Capacity is Off By:,-1590,-34,-2096,-1416,-834,-2249,-415,0,-747,0,0,-1155,-3169,-144,-1526,0,-1828,-2180,-77,0,-3018,-1433,-1416,-1666,0,-2068,0,-3478,0,-45,
,Solution Demand Total,15013,14449,12661,12293,15294,13148,14643,15822,12884,13995,14056,14644,18257,13313,16189,14491,12594,12570,16249,14433,15175,12353,13553,11924,12957,13602,16103,11386,14356,14057,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12127,13978,13092,13976,13521,14494,11996,15308,13208,15275,13062,16563,15093,14665,13696,13701,14494,14571,13827,13601,14027,14723,14636,14507,14275,12074,13761,14771,14155,13115,
,Capacity is Off By:,0,-1952,-2291,-439,-1240,-1837,-817,-3164,-2219,-1766,-953,-3428,-2335,-1428,-115,-1066,-662,-1516,-834,-1751,-1617,-1032,-2385,-3455,-1829,-181,-855,-2654,-1997,-1177,
,Solution Demand Total,15940,14794,14453,14615,12719,17632,14204,16742,12804,13797,14092,13353,15865,13938,17200,12568,14380,12099,15676,15225,18787,12223,14033,15384,11264,18407,14240,11333,16302,17551,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12041,13532,13877,16956,13367,13035,12819,14395,13135,15967,15705,14304,12828,15623,13909,15699,13094,18502,13646,12181,15309,16516,14643,14382,13385,12617,15219,15206,13641,10635,
,Capacity is Off By:,0,-1506,-3076,-3419,-1086,-378,-1640,-2251,-2146,-2458,-3596,-1169,-70,-2386,-328,-3064,0,-5447,-653,-331,-2899,-2825,-2392,-3330,-939,-724,-2313,-3089,-1483,0,
,Solution Demand Total,13537,13799,12809,12212,14695,14288,13022,15249,12329,11710,15217,15208,16215,12116,16677,14900,12755,12831,16906,14792,15513,15286,12617,14413,11267,13499,14957,12552,12779,13459,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,14902,11923,12502,16239,16276,15622,10763,12417,13634,15337,13574,16440,15155,16253,14510,13145,15363,15574,11327,12777,13161,15343,14157,14811,13146,14227,13132,14944,13924,14367,
,Capacity is Off By:,-2726,0,-1701,-2702,-3995,-2965,0,-273,-2645,-1828,-1465,-3305,-2397,-3016,-929,-510,-1531,-2519,0,-927,-751,-1652,-1906,-3759,-700,-2334,-226,-2827,-1766,-2429,
,Solution Demand Total,16109,12453,13956,14550,13570,14438,13952,15868,13061,12034,12630,13737,18733,12215,17980,14033,13994,12979,16276,14773,14785,13831,15670,11975,12208,13512,13413,11177,15410,15230,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15525,13822,15179,19875,15278,15773,13475,15932,14166,16631,13384,17390,16590,14729,16448,15331,17431,17435,16839,14680,17566,18982,16285,15210,15676,14371,17339,13655,16036,16662,
,Capacity is Off By:,-3349,-1796,-4378,-6338,-2997,-3116,-2296,-3788,-3177,-3122,-1275,-4255,-3832,-1492,-2867,-2696,-3599,-4380,-3846,-2830,-5156,-5291,-4034,-4158,-3230,-2478,-4433,-1538,-3878,-4724,
,Solution Demand Total,16614,15147,14845,16396,12375,14147,17218,18777,13693,15257,13449,14372,16561,13797,16094,14186,13334,12635,14347,17671,16094,15248,14603,14707,12449,16040,16060,13343,16090,18241,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15057,15962,12122,17007,12447,17012,14753,16476,15259,15804,14706,16434,14642,15628,16501,16403,17172,15155,16310,13690,12705,17085,15110,14624,15455,16782,14444,12944,15006,14240,
,Capacity is Off By:,-2881,-3936,-1321,-3470,-166,-4355,-3574,-4332,-4270,-2295,-2597,-3299,-1884,-2391,-2920,-3768,-3340,-2100,-3317,-1840,-295,-3394,-2859,-3572,-3009,-4889,-1538,-827,-2848,-2302,
,Solution Demand Total,14442,12477,17371,16402,13479,14529,16242,17594,13538,14151,12293,15023,15396,13893,17028,13365,15711,11528,16035,15528,16476,15370,13782,15920,11846,17200,13338,14597,14418,17780,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12852,13946,12260,15397,12904,16270,14909,15770,13674,15265,15007,16455,13277,12917,16332,13727,18376,15081,15902,14267,15378,17583,15889,14518,14839,16365,14415,13891,14439,15305,
,Capacity is Off By:,-676,-1920,-1459,-1860,-623,-3613,-3730,-3626,-2685,-1756,-2898,-3320,-519,0,-2751,-1092,-4544,-2026,-2909,-2417,-2968,-3892,-3638,-3466,-2393,-4472,-1509,-1774,-2281,-3367,
,Solution Demand Total,14854,13246,14107,11841,13289,13974,13892,17236,12664,15604,11920,17072,16963,14541,17070,14738,12195,12902,16683,17145,16354,12726,14426,11802,13182,14950,14506,14619,16370,16940,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15179,15646,12886,18934,16704,13242,16464,15568,15073,16054,15470,17810,15513,15692,15579,14198,17188,17411,14971,13592,15897,14073,13892,13128,14858,13637,15119,14949,11035,13073,
,Capacity is Off By:,-3003,-3620,-2085,-5397,-4423,-585,-5285,-3424,-4084,-2545,-3361,-4675,-2755,-2455,-1998,-1563,-3356,-4356,-1978,-1742,-3487,-382,-1641,-2076,-2412,-1744,-2213,-2832,0,-1135,
,Solution Demand Total,17374,14048,16597,16000,12344,12771,15048,17815,12625,13312,15226,13914,16828,15284,18385,14416,14971,15445,15438,15221,17345,12656,13378,13395,12283,14996,14745,12156,14752,15414,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15434,13963,12387,17855,13166,11964,13184,14860,10873,15091,13702,15914,13993,14475,15204,16054,12998,16937,17033,14091,16383,18032,16132,16195,14195,14074,16296,13989,16294,14334,
,Capacity is Off By:,-3258,-1937,-1586,-4318,-885,0,-2005,-2716,0,-1582,-1593,-2779,-1235,-1238,-1623,-3419,0,-3882,-4040,-2241,-3973,-4341,-3881,-5143,-1749,-2181,-3390,-1872,-4136,-2396,
,Solution Demand Total,16269,15368,12825,14783,16354,14196,14476,16311,14308,12814,14108,14778,19242,13781,15808,12318,12895,12616,14373,14010,17398,14438,12249,15844,13860,13617,12458,13126,13664,14996,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,13902,15150,11929,13609,13527,11328,13113,12741,11503,13165,13582,12189,13664,14722,15264,15105,13547,16063,16843,12084,14340,17223,12559,11668,13504,13660,14189,13494,14507,15551,
,Capacity is Off By:,-1726,-3124,-1128,-72,-1246,0,-1934,-597,-514,0,-1473,0,-906,-1485,-1683,-2470,0,-3008,-3850,-234,-1930,-3532,-308,-616,-1058,-1767,-1283,-1377,-2349,-3613,
,Solution Demand Total,13292,14698,12974,14977,12382,14204,14870,16290,13295,11597,12310,14642,17794,11784,15463,14626,13283,12349,14971,15165,15696,12972,15371,13005,12842,16127,14136,11805,14775,14681,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,11520,16678,11408,14760,15576,15607,10779,15169,13673,17106,15072,16345,17454,16153,14694,14196,17950,12609,11765,14470,13209,15769,15822,13272,14883,15099,16442,13227,15331,15502,
,Capacity is Off By:,0,-4652,-607,-1223,-3295,-2950,0,-3025,-2684,-3597,-2963,-3210,-4696,-2916,-1113,-1561,-4118,0,0,-2620,-799,-2078,-3571,-2220,-2437,-3206,-3536,-1110,-3173,-3564,
,Solution Demand Total,16199,14447,15177,14445,13584,15053,16074,16672,12673,14196,12230,14695,16882,14843,16675,13248,13683,13796,17142,15897,15482,14236,14829,11816,15461,13373,14784,12707,13829,14493,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,15194,14416,13028,19794,15131,16461,14000,14680,13961,17752,15177,16214,17380,16346,17261,16967,18921,16421,16627,14159,15223,17426,17444,13565,16470,15209,14415,15421,16527,14040,
,Capacity is Off By:,-3018,-2390,-2227,-6257,-2850,-3804,-2821,-2536,-2972,-4243,-3068,-3079,-4622,-3109,-3680,-4332,-5089,-3366,-3634,-2309,-2813,-3735,-5193,-2513,-4024,-3316,-1509,-3304,-4369,-2102,
,Solution Demand Total,14887,14127,15510,11842,16489,15917,16684,17565,13023,16886,17338,15805,18874,15701,18649,15411,15353,13776,17943,17267,16558,17798,14296,15788,14908,18203,17259,15374,17710,17542,
,Demand is Off By:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Solution Capacity Total,12619,10725,12867,14842,12007,13963,14781,14102,14794,14817,15156,15156,12826,14970,15051,13329,15485,16417,14947,13915,13827,17239,14879,11101,15446,11592,14237,14428,13748,12495,
